10000	DOID:1909	18451171
10000	DOID:8176	17178867
10000	DOID:2394	17178867
10000	DOID:3744	15543611
10000	DOID:4241	15987444
10000	DOID:162	15987444
10000	DOID:162	15987444
10000	DOID:1909	15466193
10000	DOID:162	15466193
10002	DOID:225	15459973
10002	DOID:8466	11773633
10002	DOID:5679	18294254
10002	DOID:4	17982421
10002	DOID:225	16225923
10002	DOID:225	18436841
10002	DOID:4	17564971
10002	DOID:225	12963616
10003	DOID:299	11905994
10003	DOID:299	11905994
10003	DOID:299	11905994
100049579	DOID:4	18698678
100049707	DOID:759	18401025
10006	DOID:4241	17951403
10006	DOID:8864	12547160
10008	DOID:759	18209471
10008	DOID:4	14504341
10008	DOID:4	15212652
10010	DOID:4	14499357
10010	DOID:934	17568778
10011	DOID:4241	16848684
10011	DOID:9007	16540468
10011	DOID:4241	16152589
10011	DOID:4241	16152589
10011	DOID:4	18676680
10011	DOID:4241	12565891
10011	DOID:3114	15607539
100125288	DOID:9970	18534636
100126794	DOID:162	17384685
100126794	DOID:3748	17384685
100126861	DOID:4195	18420583
100130889	DOID:4	15848982
100130889	DOID:4	16965413
100131814	DOID:4	17668382
100132285	DOID:9352	14514651
100132285	DOID:7148	17497034
100132285	DOID:4	17497034
100132285	DOID:9351	15699512
100132285	DOID:4	15699512
100132285	DOID:4	16929347
100132285	DOID:4	17868255
100132285	DOID:4	18340360
100132285	DOID:4	11369787
100132285	DOID:4	16112031
100132285	DOID:4	17445179
100132285	DOID:4	17445184
100132285	DOID:4	17490516
100132285	DOID:4	17882223
100132285	DOID:4	18074414
100132285	DOID:4	18091530
100132285	DOID:4	18158964
100132285	DOID:4	18571006
100132285	DOID:4	18643961
100132285	DOID:4	18681957
100132285	DOID:4	18687225
100132285	DOID:4	18755860
100132285	DOID:4	18778326
100132285	DOID:419	17445179
100132285	DOID:9074	17445179
100132285	DOID:418	17445179
100132285	DOID:419	15146426
100132285	DOID:418	15146426
100133171	DOID:3300	17342728
100133941	DOID:1754	17944116
100133941	DOID:9074	17411341
100133941	DOID:2377	17411341
100133941	DOID:462	18413748
100133941	DOID:462	18413748
100133941	DOID:4766	18413748
100133941	DOID:8692	12447971
100133941	DOID:2377	16900767
100133941	DOID:157	16164042
100133941	DOID:4241	17540049
100133941	DOID:4450	18384848
100133941	DOID:3371	16288985
100133941	DOID:3302	16288985
100133941	DOID:1994	16166435
100133941	DOID:3068	17475624
100133941	DOID:4241	18632604
100133941	DOID:9352	15616015
100133941	DOID:9074	17763438
100133941	DOID:4241	17950993
100133941	DOID:10437	18495204
100133941	DOID:2144	12368195
100133941	DOID:759	18417991
100133941	DOID:10591	18417991
100133941	DOID:3069	12829373
100133941	DOID:769	12829373
100133941	DOID:4	17763438
100133941	DOID:4	14657362
100133941	DOID:4	16631259
100133941	DOID:4	16900767
100133941	DOID:4	17411341
100133941	DOID:4	18381780
100133941	DOID:4947	16125303
100133941	DOID:2144	16681720
100133941	DOID:2144	17900673
100133941	DOID:13375	18381780
100133941	DOID:4241	16892043
100133944	DOID:462	17938577
100133944	DOID:462	17938577
100133944	DOID:4766	17938577
100133944	DOID:4766	17938577
10013	DOID:4241	15806142
10013	DOID:4241	15501975
10013	DOID:4241	18413721
10013	DOID:462	12792815
10013	DOID:4	18568448
10013	DOID:526	16148047
100144632	DOID:722	18076037
100144632	DOID:722	18076037
10014	DOID:6000	18218981
10014	DOID:4	18288090
10014	DOID:162	12019172
100156321	DOID:4195	18420583
10015	DOID:2481	18565486
10016	DOID:3683	12819013
10016	DOID:11260	11883939
10016	DOID:1909	15366927
10016	DOID:6039	15366927
100171996	DOID:945	17043244
10017	DOID:162	18483366
10017	DOID:157	18483366
10018	DOID:8552	17538248
10018	DOID:7551	18391004
10018	DOID:1909	18246127
10018	DOID:769	16148027
10018	DOID:1240	14996839
10018	DOID:1324	18089817
10018	DOID:1909	17637819
10018	DOID:4241	14527951
10018	DOID:1909	17051334
10018	DOID:1520	16773715
10018	DOID:3298	17074758
10018	DOID:1040	18182577
10018	DOID:8584	17653091
10018	DOID:4450	17486061
10018	DOID:3068	15030401
10018	DOID:9538	16091744
10018	DOID:1749	16810067
10018	DOID:3068	16051596
10018	DOID:1040	17151701
10018	DOID:769	16888645
10019	DOID:4	18311140
10019	DOID:4	18593762
10019	DOID:4	18805825
10020	DOID:423	17164266
10020	DOID:11720	17164266
10020	DOID:423	15748884
10020	DOID:423	17704511
